player_name,runs,balls,wickets,boundaries,strike_rate
Muhammad Saqib,7,104,5,0,6.73
Ahmer Bin Nisar,503,423,0,51,118.91
Ammar Khalid,11,164,13,0,6.71
Sohail Ahmed,835,689,0,86,121.19
Pargat Singh,341,361,2,36,94.46
A Johnson,931,605,1,138,153.88
Rizwan Butt,211,875,57,15,24.11
Usman Najeeb,120,455,30,7,26.37
A Kapoor,9,4,0,1,225.0
Irshad Mubbashar,66,88,1,4,75.0
Danish Jasnaik,13,87,2,0,14.94
H Graham,12,92,9,0,13.04
P Litchfield,337,225,0,51,149.78
Lavanya Pillai,1,10,0,0,10.0
A Mohamed,115,301,8,8,38.21
M Ahono,27,45,1,1,60.0
Sheila Shamte,0,30,2,0,0.0
GR Adair,283,188,0,38,150.53
ST Doheny,19,21,0,2,90.48
GS Ballance,31,30,0,3,103.33
Shubman Gill,607,424,0,82,143.16
Shivam Mavi,35,108,7,4,32.41
RA Tripathi,103,68,0,16,151.47
I Ntirenganya,76,459,20,2,16.56
R Lutaaya,334,253,0,42,132.02
CN Kakuru,139,135,0,17,102.96
O Manishimwe,664,707,0,64,93.92
AJ Jabiri,145,220,0,12,65.91
E Hasahya,17,25,0,2,68.0
AA Hussein,5,41,2,0,12.2
E Kubwimana,27,176,10,0,15.34
DA Mehta,21,19,0,2,110.53
Rahima Yahaya,5,18,1,0,27.78
J Ulrik,2,26,2,0,7.69
Ikramullah Khan,52,239,13,2,21.76
IP Swaney,11,38,2,1,28.95
A Modi,49,77,0,1,63.64
VN Veetil,63,181,4,5,34.81
Akash Babu,2,12,0,0,16.67
Assad Borham,14,26,0,1,53.85
Rizwan Haider,84,529,32,3,15.88
Dharmang Patel,18,28,0,1,64.29
Syed Tameem,13,23,0,0,56.52
V Hampihallikar,26,98,0,1,26.53
A Kaul,59,99,4,7,59.6
Zeeshan Abbas,4,32,1,0,12.5
Aslam Khan,67,60,0,6,111.67
Yousif Wali,4,10,0,0,40.0
Yousuf Ali,0,6,0,0,0.0
S Srikanth,10,6,0,2,166.67
Syed Rehmatullah,2,2,0,0,100.0
Rony Talukdar,238,172,0,31,138.37
Towhid Hridoy,722,544,0,77,132.72
Tanvir Islam,12,67,2,1,17.91
AD Algar,56,56,0,3,100.0
F Clarke,24,112,4,1,21.43
E Walker,9,71,1,0,12.68
Shafat Ali Syed,125,157,6,14,79.62
C Webster,56,38,0,7,147.37
Robiul Khan,6,20,1,0,30.0
L Ward,55,52,1,5,105.77
Rishad Hossain,179,643,33,21,27.84
MJ Humphreys,2,61,3,0,3.28
LY Loch Srey,18,106,0,0,16.98
Phoup Srey Pheak,33,129,4,1,25.58
Sok Srey Maov,21,84,4,0,25.0
Pech Pisa,43,82,0,5,52.44
Heal Theara,15,72,3,1,20.83
Hor Siv na,12,73,0,0,16.44
DA Galia,105,229,0,0,45.85
Ouen Sophy,23,81,0,1,28.4
Dok Da Nit,8,42,0,0,19.05
Pen Samon,31,82,0,3,37.8
Sean Chan Boromey,4,17,0,0,23.53
Hon Sovannary,9,40,0,0,22.5
Ly Saomakara,5,8,0,1,62.5
Soung Seav,5,10,1,0,50.0
S Merican,19,68,0,0,27.94
Muhammad Jawadullah,44,404,28,1,10.89
Zahir Khan,2,51,3,0,3.92
P Arrighi,33,107,4,1,30.84
AAP Rivero,55,169,5,3,32.54
S Rossi,19,110,3,0,17.27
D Mauro,23,26,0,0,88.46
JE Scott,6,63,2,0,9.52
BKB Corbin,101,70,0,18,144.29
Festus Benn,36,116,3,2,31.03
RA Sealy,156,126,0,21,123.81
P Heron,69,92,0,5,75.0
NH Ekanayake,36,108,3,4,33.33
A Wright,8,113,4,0,7.08
T Hewa,10,27,0,0,37.04
T Brown,24,61,0,0,39.34
J Buchanan,17,51,2,0,33.33
J Jemison,8,19,0,1,42.11
D Wheatley,20,28,0,2,71.43
AM Patel,9,27,1,0,33.33
RDB Ahir,73,208,6,6,35.1
Sohel Patel,60,128,4,6,46.88
VC Ahir,28,59,0,3,47.46
HJ Patel,27,27,0,2,100.0
FL Patel,54,108,2,5,50.0
Ahmadi Ravat,0,1,0,0,0.0
D Johnson,24,62,3,0,38.71
P Chin,46,55,0,1,83.64
Ali Zaheer,54,57,0,4,94.74
Ali Dawood,67,531,27,3,12.62
Abdul Majid Abbasi,27,445,22,1,6.07
A Gorawara,38,37,0,4,102.7
Yasser Nazir,4,18,0,0,22.22
Tayyab Tahir,45,42,0,5,107.14
Sediqullah Atal,82,90,0,7,91.11
Komalpreet Grewal,8,38,1,0,21.05
Rhyda Ofori,3,17,0,0,17.65
Emmanuella Nyaaba,7,30,1,0,23.33
Kate Awuah,8,30,0,0,26.67
Cynthia Konadu,5,44,1,0,11.36
Rashidatu Salia,12,45,0,0,26.67
Miriam Ehsun,4,12,0,0,33.33
Rosine Irera,53,601,36,2,8.82
Elizabeth Annor,8,12,0,1,66.67
Ellen Asante,0,2,0,0,0.0
Rozabel Asumadu,7,9,0,0,77.78
Ivy Yeboah,0,1,0,0,0.0
B Leephatthana,6,11,0,0,54.55
K Mirpuri,96,525,18,1,18.29
J Horrocks,51,230,9,1,22.17
M Machado,138,97,0,15,142.27
Suman Ghimire,288,277,2,34,103.97
J West,43,57,0,2,75.44
Mubeen Tariq,2,14,0,0,14.29
Fanyan Mughal,355,775,24,37,45.81
Fazil Rahman,27,153,15,1,17.65
D Marks,27,109,2,0,24.77
DR Patankar,178,172,0,18,103.49
Jaspal Singh,489,530,3,54,92.26
RR Bastiansz,83,75,0,8,110.67
Yash Singh,8,123,5,0,6.5
Assad Mehmood,5,43,1,0,11.63
BAA Zammitt,19,33,0,0,57.58
Nouman Butt,5,10,0,1,50.0
Chaudhary Akram,49,93,4,3,52.69
Akhil Arjunan,92,242,4,5,38.02
Jordan O'Brien,85,92,0,8,92.39
Abdul Naser Baluch,31,137,7,2,22.63
Shahzeb Choudhry,9,50,2,0,18.0
M Kristensen,8,30,0,1,26.67
Prashant Shukla,8,68,6,0,11.76
Saeed Ahmed,30,82,4,4,36.59
Choudry Share Ali,165,96,0,23,171.88
Faheem Nellancheri,148,94,0,17,157.45
Rafaqat Ali,3,9,0,0,33.33
Areeb Quadir,15,16,0,0,93.75
Parveen Kumar,47,283,11,2,16.61
Abu Zar,3,4,0,0,75.0
Samiullah Rahmani,75,81,3,11,92.59
Sumit Singh,3,20,1,0,15.0
Archara Supriya,11,67,4,0,16.42
Sanchin Singh,7,14,0,0,50.0
AS Patil,1,3,0,0,33.33
B Manuel,6,12,0,0,50.0
Sultana Khatun,35,281,11,3,12.46
Rubya Haider,66,79,0,8,83.54
MW Short,263,209,7,39,125.84
G Coetzee,93,237,12,8,39.24
AM Hardie,122,245,7,16,49.8
SH Johnson,19,111,6,0,17.12
T Sangha,5,175,10,0,2.86
D Brevis,5,7,0,0,71.43
MP Breetzke,139,113,0,16,123.01
D Ferreira,73,44,0,8,165.91
MW Forde,26,126,8,3,20.63
XC Bartlett,4,91,6,0,4.4
K Marasini,1,30,1,0,3.33
I Bist,8,72,2,0,11.11
Samjhana Khadka,139,131,0,19,106.11
Amalin Sorfina,2,34,0,0,5.88
Wafadar Momand,3,34,0,0,8.82
Ali Naseer,248,724,32,22,34.25
Mohammed Faraazuddin,30,113,2,1,26.55
A Sharma,295,376,5,36,78.46
Asif Khan,624,445,0,78,140.22
D Foxcroft,91,81,0,7,112.35
A Ashok,1,25,2,0,4.0
AS Withanage,187,248,3,25,75.4
M Rathnayake,249,264,0,31,94.32
Regina Khan,92,290,8,7,31.72
D Nanayakkara,129,281,9,13,45.91
EL Bartram,390,578,12,38,67.47
G Mallett,12,141,11,0,8.51
C Mahamalage,240,562,14,18,42.7
K Peddrick,141,312,9,9,45.19
AS Warnakulasuriya,5,12,0,1,41.67
G Batagoda,2,5,0,0,40.0
N Asuramanage,23,93,2,0,24.73
MD Rocha,26,41,0,1,63.41
G Ayan,37,108,1,1,34.26
G Keles,14,31,0,0,45.16
S Bhanushali,6,63,4,0,9.52
Ezgi Nur Kilic,39,124,3,2,31.45
SK Ravuri,14,141,9,0,9.93
K Canavarci,44,104,2,2,42.31
H Chamto,19,113,6,0,16.81
O Essiz,14,26,0,1,53.85
B Taylan,72,156,1,6,46.15
G Cengiz,12,72,1,0,16.67
Rabia Sahan,28,76,2,0,36.84
H Okcu,17,47,0,0,36.17
Rumeysa Alp,7,35,0,0,20.0
IY Mckeon,267,286,3,35,93.36
L Wykes-Templeman,59,112,0,5,52.68
Ganesh Pooja,60,96,0,1,62.5
AL Seddon,175,335,5,15,52.24
A Bester,95,272,18,6,34.93
Emma Patel,99,193,5,4,51.3
PKM Mahawattage,30,219,7,0,13.7
A Aikenhead,76,100,0,4,76.0
E Thelander,20,38,0,1,52.63
M Sert,1,8,0,0,12.5
HO Karaduman,5,16,0,0,31.25
B Verdon,2,17,3,0,11.76
S Hanson,15,89,5,0,16.85
YP Karadogan,0,10,0,0,0.0
Rameesha Shahid,17,27,0,0,62.96
A Munisar,8,114,3,0,7.02
AK Maguire,18,105,6,0,17.14
P Molkenboer,195,456,13,9,42.76
FA Sargent,20,212,10,0,9.43
CH van Koolwijk,47,76,1,2,61.84
MM Dekeling,21,215,11,1,9.77
S Nsubuga,10,263,17,0,3.8
R Obuya,223,218,0,27,102.29
Vishil Patel,10,201,12,0,4.98
E Rukiriza,136,842,42,7,16.15
Faisal Mehmood,34,26,0,6,130.77
Adnan Razzaq,13,91,5,1,14.29
R Thapliyal,2,21,1,0,9.52
Noorullah Sidiqi,7,8,0,1,87.5
A Prashar,60,122,5,6,49.18
P Khari,66,42,0,9,157.14
V Ravindran,219,177,3,33,123.73
Rahat Ali,49,147,6,3,33.33
Riaz Afridi,33,87,5,2,37.93
V Marghashayam,0,12,1,0,0.0
N Tyagi,2,38,1,0,5.26
Mukesh Kumar,38,359,23,1,10.58
Tilak Varma,413,328,2,53,125.91
YBK Jaiswal,757,460,0,120,164.57
Abdul Bashir,1,24,1,0,4.17
Muhammed Turkmen,56,96,4,6,58.33
Murat Yilmaz,15,41,0,0,36.59
Muhammet Kursat,10,44,3,0,22.73
Rahman Ademi,11,76,1,0,14.47
BC Sahin,10,22,0,1,45.45
Murat Ipek,4,10,0,0,40.0
Muhammet Bicer,10,17,0,1,58.82
Danyal Raja,116,289,11,8,40.14
Naseem Khan,61,116,2,7,52.59
Zeerak Chughtai,179,258,5,15,69.38
P Bosnjak,18,32,0,3,56.25
A Daxini,19,35,0,1,54.29
V Zanko,79,178,3,6,44.38
L Stubbs,2,24,0,0,8.33
A Magdalenic,27,77,0,1,35.06
H Hajnic,10,47,0,0,21.28
A Faletar,0,2,0,0,0.0
D Faletar,4,15,0,1,26.67
Zain Asif,90,53,0,12,169.81
Zaid Soulat,115,92,0,14,125.0
Isa Zaroo,128,183,4,12,69.95
Huzaif Yousuf,32,88,3,2,36.36
Cihan Altun,4,2,0,1,200.0
Shawaal Zulfiqar,102,130,0,14,78.46
Umm-e-Hani,36,217,7,1,16.59
S Rani,121,150,0,15,80.67
M Mani,15,77,5,1,19.48
BM Anusha,13,57,2,0,22.81
R Kanojiya,1,25,0,0,4.0
BAD Manenti,64,156,1,9,41.03
S di Bartolomeo,5,151,14,0,3.31
Syed Naqvi,9,17,0,0,52.94
Zahid Zadran,20,147,5,0,13.61
BJ McMullen,527,433,2,65,121.71
BJ Currie,48,340,28,0,14.12
JS Henriksen,47,83,1,2,56.63
JAD Lawrenson,70,82,0,4,85.37
WL Madsen,101,68,0,12,148.53
E Karimi,17,161,11,0,10.56
TSS Mackintosh,17,14,0,1,121.43
M Montgomery,13,37,0,1,35.14
PB Gouge,104,66,0,11,157.58
RJ Akram,0,12,0,0,0.0
LJ Myott,46,358,26,2,12.85
ASF Sirah,87,311,19,3,27.97
JEA Doctora,70,96,0,5,72.92
J Kariko,31,391,23,2,7.93
KDA Lukies,94,467,31,5,20.13
AS Samra,316,255,0,36,123.92
W Miyauchi,328,311,0,30,105.47
MM Siddique,35,67,3,5,52.24
T Takada,18,16,0,2,112.5
FN Walsh,2,26,2,0,7.69
JWW Gardner,10,103,3,0,9.71
Wei Guo Lei,80,121,0,11,66.12
Wang Liuyang,32,53,0,2,60.38
Zhuang Zelin,52,89,0,2,58.43
Tian Sen Qun,54,261,9,1,20.69
Chen Zhuo Yue,53,198,6,2,26.77
Wang Qi,10,84,4,0,11.9
Xie Kunkun,15,42,0,0,35.71
Yin Chenhao,5,22,0,0,22.73
Zhao Tianle,10,55,1,0,18.18
Luo Shilin,14,150,2,0,9.33
Ma Qiancheng,27,196,7,0,13.78
Sharveen Surendran,34,38,0,1,89.47
Paing Danu,85,289,8,4,29.41
H Lin Aung,78,277,7,4,28.16
Thuya Aung,91,353,9,4,25.78
Pyae Phyo Wai,186,403,11,8,46.15
Tashi Phuntsho,115,187,7,3,61.5
K Ghalley,34,42,0,2,80.95
Aung Ko Ko,10,76,4,0,13.16
H Lin Oo,34,107,2,1,31.78
Karma Dorji,27,125,6,2,21.6
KK Lin Thu,63,143,2,4,44.06
Khin Aye,71,195,4,2,36.41
Swann Htet Ko Ko,37,76,0,0,48.68
Y Naing Tun,79,119,0,7,66.39
Nay Lin Htun,12,26,0,0,46.15
J Coetzee,322,585,30,27,55.04
S Rungrueang,70,104,0,3,67.31
AP Yadav,557,447,0,68,124.61
Nyeing Cham Soe,11,52,1,0,21.15
Sarawut Maliwan,38,325,18,0,11.69
Deng Jinqi,61,152,2,2,40.13
Zong Yuechao,34,127,4,2,26.77
A Mongar,7,27,2,0,25.93
Myat Thu Aung,13,46,1,1,28.26
DEM Carter,367,564,15,37,65.07
NM Sheikh,14,115,6,0,12.17
S Khiaoto,260,315,0,20,82.54
Mukhtar Ghulami,203,195,0,21,104.1
Waqas Ahmad,185,464,29,22,39.87
SM Warnakulasuriya,60,175,10,1,34.29
E Mathew,110,411,20,7,26.76
C Sudarsanan,101,137,0,6,73.72
E Jabarkhel,68,248,7,5,27.42
P Pirabakaran,21,54,4,2,38.89
G Thakur,253,199,0,30,127.14
Izhar Hussain,2,5,0,0,40.0
P Hingorani,4,35,1,0,11.43
Abdullah Rana,50,164,14,6,30.49
Luca Petre,8,9,0,0,88.89
Jaswinder Singh,48,137,7,3,35.04
Afif Khattak,4,19,1,0,21.05
M Prasidh Krishna,10,126,9,0,7.94
RK Singh,521,313,2,70,166.45
JG Bethell,110,88,0,14,125.0
JM Cox,17,14,0,3,121.43
J Overton,21,34,1,2,61.76
J Fraser-McGurk,67,55,0,9,121.82
C Connolly,2,32,0,0,6.25
GH Smit,68,59,0,6,115.25
A Bushell,5,8,0,0,62.5
D Mullen,17,132,7,0,12.88
JM Sharma,104,71,0,15,146.48
N Burger,7,47,1,0,14.89
A Argyropoulou,162,203,0,10,79.8
L Barnett,405,403,7,62,100.5
A Savvani,97,357,15,1,27.17
C Perry,38,161,14,0,23.6
A Thorpe,31,123,6,0,25.2
J Hicks,12,130,12,0,9.23
M Syrioti,398,603,10,25,66.0
S Georgota,221,449,5,7,49.22
B Murtagh,19,71,3,0,26.76
A Makri,153,348,11,8,43.97
M Polimeri,50,110,0,0,45.45
D Murphy,62,130,5,1,47.69
M Vervitsioti,68,254,8,0,26.77
DS Vlachopoulou,42,97,2,0,43.3
T Parisi-mesimeri,12,20,0,0,60.0
K Carney,102,91,0,9,112.09
S Cholasseri,102,170,2,8,60.0
JA Rymer,136,163,0,7,83.44
A Rameshan,108,212,4,11,50.94
P Bhandari,50,123,2,0,40.65
S Khatri,18,77,0,0,23.38
C Sammut,0,6,0,0,0.0
S Iushchenko,6,30,0,0,20.0
Bibina Baby,14,40,0,0,35.0
M Macelli,0,4,0,0,0.0
A Dineshi,16,33,0,0,48.48
AEMP Durayalage,35,69,1,1,50.72
RL Blake,226,177,1,33,127.68
CJ Ana,41,97,1,1,42.27
M Chereches,23,58,1,1,39.66
C Cirlig,27,76,1,1,35.53
I Muntean,18,74,0,0,24.32
M Marin,27,51,0,0,52.94
S Tudorache,1,4,0,0,25.0
C Sanda,5,13,0,0,38.46
S Moise,1,5,0,0,20.0
R Andreea,0,4,0,0,0.0
Joanne Hicks,5,25,0,0,20.0
F Martin,15,42,2,0,35.71
E Cleator,20,21,0,1,95.24
E Miller,10,7,0,2,142.86
R Webster,18,15,0,3,120.0
T Calingin,4,10,0,0,40.0
ES Grammenou,7,29,0,0,24.14
KG Anderson,66,66,0,10,100.0
Waheeda Akhtar,18,120,5,0,15.0
L Filer,13,112,4,0,11.61
MJ Greig,0,1,0,0,0.0
BAM Heath,6,13,0,0,46.15
HJ Armitage,5,10,0,0,50.0
Tanzim Hasan Sakib,64,389,20,3,16.45
Abbas Afridi,64,240,16,5,26.67
Usama Mir,10,130,5,1,7.69
Haseebullah Khan,0,3,0,0,0.0
JA Clarkson,80,78,1,8,102.56
CJ Green,3,27,0,0,11.11
Rahmat Shah,4,6,0,0,66.67
Mohammad Saleem,4,22,0,0,18.18
Sheikh Rasik,174,247,7,20,70.45
CG Osborne,12,49,3,0,24.49
Abbas Ghani,82,133,7,9,61.65
V Pulibanti,46,76,1,5,60.53
Ivan Splicevic,2,12,0,0,16.67
ID Matic,0,8,0,0,0.0
Yadwinder Singh,12,27,0,1,44.44
KA Vimlesh,70,68,0,5,102.94
M Prasanna,33,97,4,4,34.02
Baljinder Singh,8,27,1,1,29.63
R Athapaththu,85,192,12,5,44.27
Aditya Panwar,102,166,6,7,61.45
Ben Jones,42,43,0,3,97.67
Bilal Masud,398,427,8,39,93.21
Sahil Chauhan,416,264,6,57,157.58
D Robson,57,370,21,1,15.41
P Gheewala,49,193,9,1,25.39
Ram Krishan,0,6,0,0,0.0
LL Htun,138,539,22,4,25.6
ZL Win,124,454,17,3,27.31
TT Soe,251,708,29,17,35.45
Zon Lin,335,553,12,25,60.58
MPP San,237,567,20,13,41.8
ZT Kyaw,232,412,11,15,56.31
Kamal Raja,1,5,0,0,20.0
NL Jacinta Si Ping,9,35,0,0,25.71
TT Aung,210,324,5,17,64.81
KM Myat,371,471,0,29,78.77
Thae Thae Po,19,59,0,0,32.2
Pan Ei Phyu,3,82,2,0,3.66
HH Aung,19,54,0,0,35.19
Ananya Sarma,6,45,0,0,13.33
AE Moe,2,14,0,0,14.29
San Nyo Htwe,3,10,0,0,30.0
SY Win,16,159,13,0,10.06
NP Dalgaard,67,189,10,4,35.45
S Brunsgaard,36,68,0,0,52.94
K Brock-Nielsen,44,110,1,0,40.0
L Leisner,90,108,0,6,83.33
S Ostergaard,20,70,6,0,28.57
RT Nielsen,38,62,0,0,61.29
Maria Ahsan,2,44,3,0,4.55
D Golechha,33,164,3,0,20.12
AMN Andersen,10,33,0,0,30.3
LM Christensen,4,11,0,0,36.36
ML Karlsen,100,135,0,3,74.07
Samanvita Vijay,0,1,0,0,0.0
E Bogdanova,2,5,0,0,40.0
AB Slebsager,23,106,4,0,21.7
D Gangwani,29,29,0,2,100.0
R Bowley,13,23,0,0,56.52
F Tanguy,18,113,5,0,15.93
BG Armstrong,11,10,0,1,110.0
Parvindar Kumar,35,112,3,3,31.25
Manan Ali,310,208,0,40,149.04
Mohsin Shabbir,0,2,0,0,0.0
Sarfraz Butt,22,20,0,1,110.0
Ahsan ul Haq,1,6,0,0,16.67
Saqlain Arshad,305,226,0,45,134.96
Adnan Mirza,140,288,9,24,48.61
Mohsin Zaki,7,70,3,0,10.0
MM Baig,22,73,3,1,30.14
H Rathod,168,402,26,16,41.79
Uzair Amir,13,16,0,0,81.25
Bukhar Illikkal,10,138,4,0,7.25
Muhammad Jabir,31,218,9,0,14.22
Kashif Abbas,46,48,0,7,95.83
Ahmed Baladraf,0,79,7,0,0.0
Shakeel Ahmed,125,517,17,8,24.18
Bipin Kumar,8,77,2,0,10.39
Mohammed Irshad,90,146,4,8,61.64
Jassim Khan,66,43,0,7,153.49
Shaik Basha,87,139,9,5,62.59
D Wabwire,35,145,8,2,24.14
I Mugisha,26,130,5,2,20.0
JM Iradukunda,7,57,1,0,12.28
Maryyam Sheikh,0,1,0,0,0.0
Puja Mahato,227,542,17,14,41.88
SYD Chan,21,49,0,0,42.86
Musfirah Nur Ainaa,0,3,0,0,0.0
Nur Aishah,13,32,0,0,40.62
K Dangol,12,134,10,0,8.96
S Lita D'Sa,113,143,0,10,79.02
V Vira,24,232,14,0,10.34
R Ova,20,119,7,0,16.81
K Ota,89,358,16,2,24.86
E Toguchi-Quinn,49,355,11,1,13.8
E Kusuda-Nairn,51,239,9,0,21.34
Nonoha Yasumoto,34,304,13,0,11.18
L Chilia,18,34,0,0,52.94
T Kalosin,2,14,0,0,14.29
L Enoch,0,6,1,0,0.0
Seika Sumi,53,88,0,3,60.23
Sadamali Bhakshala,23,182,6,0,12.64
Manal Malik,0,18,0,0,0.0
Sabah Nawab,2,27,1,0,7.41
S Thapa,17,116,6,0,14.66
Chado Om,33,87,4,1,37.93
Kinley Bidha,0,2,0,0,0.0
Anjuli Ghalley,18,123,4,0,14.63
Yuanyuan Cai,39,67,1,5,58.21
Xu Qian,73,420,18,5,17.38
Mengting Liu,58,355,22,1,16.34
Xiuli Jin,20,91,9,0,21.98
Chen Xinyu,10,38,0,0,26.32
M Zhu,32,133,3,1,24.06
Zi Mei,127,230,0,2,55.22
Wenjing Yin,6,30,0,0,20.0
A Samildeen,8,40,0,1,20.0
Ashwini Govinda,0,10,0,0,0.0
Tshering Choden,0,26,0,0,0.0
Rongyu Zhao,26,30,0,1,86.67
Al Maseera Jahangir,0,31,0,0,0.0
S Vaia,70,213,3,4,32.86
P Kaveao,43,130,3,4,33.08
J George,46,144,1,2,31.94
S Samuels,25,102,2,1,24.51
T Piakura,16,18,0,2,88.89
Z Maeva,63,177,4,9,35.59
M Kaukura,42,165,6,3,25.45
P Maruariki,56,55,0,8,101.82
D Kataina,50,83,0,3,60.24
K Mataora,20,22,0,2,90.91
T Maika,6,11,0,0,54.55
HL Tau,17,21,0,2,80.95
GP Tom,7,97,2,0,7.22
HJ Thomas,21,199,8,0,10.55
V Tafea,27,77,0,1,35.06
M Ratuki,17,57,0,0,29.82
J Sanele,59,185,1,5,31.89
AF Aoina,56,105,4,4,53.33
F Sisifo,43,76,0,3,56.58
TM Faimalo,26,88,6,0,29.55
S Vuni,41,53,0,3,77.36
AISD Kainoco,18,45,1,1,40.0
M Biu,3,55,1,0,5.45
A Iopu,51,105,2,2,48.57
AK Gonerara,13,52,2,0,25.0
KV Vakuruivalu,32,140,6,0,22.86
MSC Erasito,10,23,0,0,43.48
VM Andrew,47,72,0,3,65.28
S Sigaiwasa,11,59,0,0,18.64
TH Semau,14,57,1,1,24.56
RP Johnston,43,68,0,3,63.24
Leitu Leong,5,16,0,0,31.25
V Buruka,7,87,8,0,8.05
T Touna,5,23,0,0,21.74
NLKWR Dewi,492,763,26,38,64.48
NW Sariani,31,353,27,0,8.78
L Qiao,22,264,19,0,8.33
SAN Maypriani,22,199,8,0,11.06
NK Ariani,8,134,8,0,5.97
M Corazon,192,242,4,21,79.34
KS Kasse,20,27,0,1,74.07
Mia Arda,25,42,0,1,59.52
RD Pangestuti,63,179,2,3,35.2
AM Kupito,3,17,0,0,17.65
A Sootaga,2,3,0,0,66.67
T Mato,9,16,0,0,56.25
A Andriani,49,197,15,6,24.87
LE Lomani,24,59,0,1,40.68
M Rodan,0,1,0,0,0.0
P Mapotsane,314,534,10,22,58.8
M Phiase,21,58,1,0,36.21
S Chinawa,172,219,0,16,78.54
NM Mokhachane,125,314,11,0,39.81
KM Chingaipe,77,297,16,3,25.93
TJ Mahe,43,87,1,4,49.43
R Limema,39,202,6,0,19.31
LL Dimba,170,349,7,18,48.71
MA Tsemane,33,176,2,0,18.75
MA Nyabela,82,273,8,1,30.04
S Kananji,177,315,9,15,56.19
F Malefula,31,53,0,0,58.49
M Kudimba,68,93,0,7,73.12
M Mokoatsela,16,38,0,2,42.11
KM Molapo,99,159,0,3,62.26
N Gumaliyele,19,59,1,0,32.2
MM Mabathoana,42,153,2,1,27.45
L Malino,38,256,11,0,14.84
KC Phohlo,4,18,0,0,22.22
II Mabunda,16,20,0,1,80.0
L Mamba,10,30,1,0,33.33
IE Mulhovo,102,171,0,6,59.65
N Simelane,14,59,2,0,23.73
T Dlamini,10,29,0,0,34.48
RF Duvane,8,25,0,0,32.0
RO Mazumba,43,154,5,2,27.92
CD Mboe,75,187,4,2,40.11
B Waluma,52,80,0,4,65.0
A Fillie,31,124,12,0,25.0
EGS Kana,19,74,1,0,25.68
O Ranedoumoun,57,158,3,4,36.08
SA Akenji,21,112,8,1,18.75
E Kamara,132,145,1,12,91.03
C Bull,43,53,0,5,81.13
FA Zavala,105,137,0,5,76.64
I Quee,3,33,4,0,9.09
AA Moiane,55,84,0,3,65.48
F Conteh,34,51,0,2,66.67
L Thobela,5,12,0,0,41.67
A Nyirenda,2,5,0,0,40.0
R Turay,40,32,0,4,125.0
F Parkinson,2,4,0,0,50.0
H Sawaneh,2,32,2,0,6.25
K Damane,10,15,0,2,66.67
W Moutswi,60,147,5,2,40.82
KV Mehta,17,42,0,2,40.48
JM Willathgamuwa,45,146,1,3,30.82
A Galan,36,205,10,3,17.56
A Prince,22,98,2,0,22.45
AI Chudasama,41,267,12,3,15.36
M Lollo,23,33,0,1,69.7
CR Pagydyala,6,36,6,0,16.67
N Patron Fuentes,13,30,0,0,43.33
D McGahey,132,134,0,17,98.51
Amarpal Kaur,105,246,15,3,42.68
Habeeba Bader,23,28,0,2,82.14
V Vithanage,8,99,5,0,8.08
M Hundal,10,125,10,0,8.0
MR Machado,10,21,0,1,47.62
MB dos Santos,6,7,0,1,85.71
R Misra,80,140,2,6,57.14
N Gallagher,15,25,0,1,60.0
Rabbjyot Rajput,12,49,1,1,24.49
K Kapadia,2,32,2,0,6.25
EC Muller,0,3,0,0,0.0
A Emch,3,11,0,0,27.27
JL Aras,27,61,1,2,44.26
AC Sabino,7,22,0,0,31.82
C Abel,78,225,12,3,34.67
M Faisal,22,30,0,2,73.33
S Kanankege,28,179,6,0,15.64
S Malwatta,20,58,3,1,34.48
S Toffoletto,3,6,0,0,50.0
N Robertson-Jack,1,23,3,0,4.35
Nilansh Keswani,71,263,9,4,27.0
CV Anto,535,360,0,68,148.61
E Marx,31,120,2,2,25.83
Shorifa Khatun,87,236,3,8,36.86
M De Ridder,1,2,0,0,50.0
A Hlubi,2,44,2,0,4.55
K Meso,25,37,0,1,67.57
Anas Khan,88,360,23,7,24.44
S Mathur,65,76,0,4,85.53
Akbar Khan,21,38,0,1,55.26
A Mehmood,16,73,1,2,21.92
Muhammad Khan,13,22,0,2,59.09
M Charlie,1,33,3,0,3.03
Niaz Ali,15,47,0,2,31.91
TR Sadhu,18,180,9,0,10.0
KS Ahuja,21,21,0,1,100.0
N Naranbaatar,53,224,2,1,23.66
O Lutbayar,74,290,6,3,25.52
L Erdenebulgan,82,405,18,1,20.25
D Jamyansuren,22,94,1,2,23.4
T Tumursukh,36,156,4,0,23.08
B Terbish,4,21,0,0,19.05
M Altankhuyag,5,26,1,0,19.23
E Otgonbayar,34,64,0,0,53.12
B Namsrai,24,77,0,2,31.17
E Munkhbat,1,6,0,0,16.67
T Sumiya,5,25,0,0,20.0
R Sai Kishore,3,74,4,0,4.05
Omair Yousuf,50,44,0,6,113.64
Mirza Baig,46,30,0,7,153.33
Rohail Nazir,24,23,0,3,104.35
Qasim Akram,27,53,3,3,50.94
Arafat Minhas,46,80,4,5,57.5
Sufiyan Muqeem,3,65,5,0,4.62
SMLD Samarakoon,5,24,1,0,20.83
N Vimukthi,9,37,1,0,24.32
V Viyaskanth,15,43,1,1,34.88
SSD Arachchige,25,51,3,1,49.02
Shahidullah,82,63,0,9,130.16
RS Fernando,10,16,0,1,62.5
S Daniel,9,6,0,2,150.0
L Croospulle,18,13,0,3,138.46
